chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch29-30-8-5,ch29-30-8-5,29,2,section,Ch29/30.8.5 What the caller says,ch29-f01,30.8.5 What the caller says,"Script it and post it: ""This is [name] at [facility name], [street address], near [cross street]. We have [nature of emergency] involving [number] person(s). [Age/sex if known]. [Conscious/not breathing/chemical exposure to X]. We are performing [CPR / AED / flushing eyes]. Enter through the [specific gate/door]; gate code is [____]. I will stay on this line. My call-back number is [____].""",101,False,False,"[""caller"", ""name"", ""this"", ""the"", ""street"", ""says"", ""what""]","{""chunk_id"": ""ch29-30-8-5"", ""chunk_id_legacy"": ""ch29-30-8-5"", ""parent_chunk_id"": ""ch29-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 29, ""hierarchy_path"": ""Ch29/30.8.5 What the caller says"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 101, ""keywords"": [""caller"", ""name"", ""this"", ""the"", ""street"", ""says"", ""what""]}"
ch29-30-10-1,ch29-30-10-1,29,3,subsection,"Ch29/Depth markings exist on wall and deck, at required increments and spacing, and match measured depth.",ch29-30-10,"Depth markings exist on wall and deck, at required increments and spacing, and match measured depth.","Deep/shallow demarcation line is in place with floats. Full rescue equipment set is present, mounted, unobstructed, and in serviceable condition — pole non-conductive, buoy line full length, backboard straps intact. AED ready, pads and battery in date; first aid kit stocked and unexpired. Emergency phone works and reaches 911 directly; address posted at the phone. Emergency pump shut-offs labeled, unobstructed, tested. Barriers and gates self-close and self-latch — tested today. GFCI protection tested on interval; no cords on wet decks. Water clarity, water level, and suction outlet covers verified before opening. Required certified staff on duty; certifications current and on file. Written EAPs exist for all scenarios in §30.6.1, posted where used, with roles assigned. Drills conducted, timed, debriefed, and documented on interval. SDS accessible; chemicals segregated, labeled, contained, ventilated; PPE and eyewash present and tested. Communication tree posted at the phone, two deep at every level, verified within the quarter.",228,True,False,"[""required"", ""phone"", ""deck"", ""wall"", ""and"", ""exist"", ""markings"", ""posted"", ""tested"", ""measured""]","{""chunk_id"": ""ch29-30-10-1"", ""chunk_id_legacy"": ""ch29-30-10-1"", ""parent_chunk_id"": ""ch29-30-10"", ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 29, ""hierarchy_path"": ""Ch29/Depth markings exist on wall and deck, at required increments and spacing, and match measured depth."", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 228, ""keywords"": [""required"", ""phone"", ""deck"", ""wall"", ""and"", ""exist"", ""markings"", ""posted"", ""tested"", ""measured""]}"
ch29-30-10,ch29-30-10,29,2,section,Ch29/30.10 Key checks,ch29-f01,30.10 Key checks,"Every required sign is present, legible, unobstructed, and current — including capacity, no-diving, spa warning, and emergency numbers with the facility address.",35,False,False,"[""every"", ""required"", ""key"", ""checks"", ""sign""]","{""chunk_id"": ""ch29-30-10"", ""chunk_id_legacy"": ""ch29-30-10"", ""parent_chunk_id"": ""ch29-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 29, ""hierarchy_path"": ""Ch29/30.10 Key checks"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 35, ""keywords"": [""every"", ""required"", ""key"", ""checks"", ""sign""]}"
ch29-f10,ch29,29,1,chapter,Ch29,,"Cross-reference: Chapter 29 (drain safety and entrapment prevention); chapters on water clarity and closure criteria, chemical handling and storage, recreational water illness and contamination response, records and recordkeeping, and staff training and supervision.","Cross-reference: Chapter 29 (drain safety and entrapment prevention); chapters on water clarity and closure criteria, chemical handling and storage, recreational water illness and contamination response, records and recordkeeping, and staff training and supervision.",47,False,False,"[""safety"", ""recordkeeping"", ""illness"", ""recreational"", ""supervision"", ""chapters"", ""closure"", ""reference"", ""prevention"", ""staff""]","{""chunk_id"": ""ch29-f10"", ""chunk_id_legacy"": ""ch29"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 29, ""hierarchy_path"": ""Ch29"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 47, ""keywords"": [""safety"", ""recordkeeping"", ""illness"", ""recreational"", ""supervision"", ""chapters"", ""closure"", ""reference"", ""prevention"", ""staff""]}"
ch31-f02,ch31,31,1,chapter,Ch31,,Chapter 31 — Spas and Hot-Water Venues: Special Operating Rules,Chapter 31 — Spas and Hot-Water Venues: Special Operating Rules,16,False,False,"[""venues"", ""hot"", ""spas"", ""and"", ""special"", ""operating"", ""water"", ""rules"", ""chapter""]","{""chunk_id"": ""ch31-f02"", ""chunk_id_legacy"": ""ch31"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 31, ""hierarchy_path"": ""Ch31"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 16, ""keywords"": [""venues"", ""hot"", ""spas"", ""and"", ""special"", ""operating"", ""water"", ""rules"", ""chapter""]}"
ch31-31-6-3,ch31-31-6-3,31,2,section,Ch31/31.6.3 Load-driven chemistry drift,ch31-f01,31.6.3 Load-driven chemistry drift,"Under load, expect:",5,False,False,"[""expect"", ""drift"", ""under"", ""chemistry"", ""load"", ""driven""]","{""chunk_id"": ""ch31-31-6-3"", ""chunk_id_legacy"": ""ch31-31-6-3"", ""parent_chunk_id"": ""ch31-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 31, ""hierarchy_path"": ""Ch31/31.6.3 Load-driven chemistry drift"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 5, ""keywords"": [""expect"", ""drift"", ""under"", ""chemistry"", ""load"", ""driven""]}"
ch31-31-7-2-1,ch31-31-7-2-1,31,3,subsection,Ch31/Stop — lock out heater and pumps; post the spa closed.,,Stop — lock out heater and pumps; post the spa closed.,"Drain fully to waste per local discharge rules (dechlorinate if required). Clean shell, waterline, skimmer, and all surfaces. Address scale and biofilm mechanically. Remove and deep-clean or replace filter media / cartridges. Chemically clean cartridges to remove oils, not just rinse. Inspect and clean jet internals, air channels, and blower lines. Inspect suction outlet covers for VGB compliance, cracks, and secure fastening. Replace any damaged or expired cover before refilling. Refill; establish balance and residual; verify circulation and turnover.",113,False,False,"[""lock"", ""post"", ""the"", ""closed"", ""replace"", ""and"", ""stop"", ""pumps"", ""remove"", ""spa""]","{""chunk_id"": ""ch31-31-7-2-1"", ""chunk_id_legacy"": ""ch31-31-7-2-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 31, ""hierarchy_path"": ""Ch31/Stop — lock out heater and pumps; post the spa closed."", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 113, ""keywords"": [""lock"", ""post"", ""the"", ""closed"", ""replace"", ""and"", ""stop"", ""pumps"", ""remove"", ""spa""]}"
ch31-31-11-1-1,ch31-31-11-1-1,31,3,subsection,"Ch31/Record every closure: reason, time closed, corrective actions, test results at reopening, time reopened, and the name of the person authorizing reopening. [S-MAHC]",,"Record every closure: reason, time closed, corrective actions, test results at reopening, time reopened, and the name of the person authorizing reopening. [S-MAHC]","[ ] Circulation and filtration confirmed running; flow rate read and recorded [ ] Water temperature measured with calibrated thermometer [ ] Free chlorine/bromine and pH tested and recorded [ ] Water clear; suction outlet clearly visible [ ] Suction outlet covers intact, secure, unexpired [ ] Emergency shutoff switch tested / verified accessible and labeled [ ] Jet and blower timers functional [ ] Signage in place: capacity, temperature warning, time limit, no-diving, no unsupervised children, health advisories [ ] Rescue equipment and first aid present [ ] Deck clean, non-slip, drains clear [ ] Chemical feed reservoirs adequate",129,False,False,"[""name"", ""person"", ""closed"", ""record"", ""closure"", ""and"", ""test"", ""time"", ""authorizing"", ""reopening""]","{""chunk_id"": ""ch31-31-11-1-1"", ""chunk_id_legacy"": ""ch31-31-11-1-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 31, ""hierarchy_path"": ""Ch31/Record every closure: reason, time closed, corrective actions, test results at reopening, time reopened, and the name of the person authorizing reopening. [S-MAHC]"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 129, ""keywords"": [""name"", ""person"", ""closed"", ""record"", ""closure"", ""and"", ""test"", ""time"", ""authorizing"", ""reopening""]}"
ch31-31-11-2,ch31-31-11-2,31,2,section,Ch31/31.11.2 During operating hours,ch31-f01,31.11.2 During operating hours,"[ ] Residual and pH tested at required interval (2 hours or per code) [ ] Test after heavy jet/blower cycles [ ] Bather count monitored against posted capacity [ ] Skimmer baskets and hair/lint pot checked [ ] Foam, cloudiness, or odor investigated immediately",57,False,False,"[""required"", ""during"", ""operating"", ""hours"", ""residual"", ""tested""]","{""chunk_id"": ""ch31-31-11-2"", ""chunk_id_legacy"": ""ch31-31-11-2"", ""parent_chunk_id"": ""ch31-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 31, ""hierarchy_path"": ""Ch31/31.11.2 During operating hours"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 57, ""keywords"": [""required"", ""during"", ""operating"", ""hours"", ""residual"", ""tested""]}"
ch31-31-11-3,ch31-31-11-3,31,2,section,Ch31/31.11.3 Weekly,ch31-f01,31.11.3 Weekly,"[ ] Total alkalinity, calcium hardness, CYA (verify it is not accumulating), TDS [ ] Combined chlorine trend reviewed; oxidize as needed [ ] Filter differential pressure logged; clean or backwash per manufacturer [ ] Test kit reagents checked for expiration; controller calibration verified against manual test [ ] High-limit and safety interlocks visually verified [ ] Drain-and-refill interval calculated against actual bather counts",83,False,False,"[""verified"", ""against"", ""test"", ""weekly""]","{""chunk_id"": ""ch31-31-11-3"", ""chunk_id_legacy"": ""ch31-31-11-3"", ""parent_chunk_id"": ""ch31-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 31, ""hierarchy_path"": ""Ch31/31.11.3 Weekly"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 83, ""keywords"": [""verified"", ""against"", ""test"", ""weekly""]}"
ch31-31-11-4,ch31-31-11-4,31,2,section,Ch31/31.11.4 Monthly / per interval,ch31-f01,31.11.4 Monthly / per interval,"[ ] Full drain, purge, clean, filter service, refill per §31.7 [ ] Jet internals and blower lines inspected [ ] Heater, thermostat, and high-limit function tested per manufacturer [ ] Records reviewed for gaps; corrective actions closed out [ ] Water management program reviewed for Legionella controls [S-CDC-LEG]",68,False,False,"[""drain"", ""interval"", ""monthly"", ""full"", ""reviewed"", ""per""]","{""chunk_id"": ""ch31-31-11-4"", ""chunk_id_legacy"": ""ch31-31-11-4"", ""parent_chunk_id"": ""ch31-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 31, ""hierarchy_path"": ""Ch31/31.11.4 Monthly / per interval"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 68, ""keywords"": [""drain"", ""interval"", ""monthly"", ""full"", ""reviewed"", ""per""]}"
ch31-31-12-1,ch31-31-12-1,31,3,subsection,"Ch31/Two or more patrons report rash, ear, respiratory, or gastrointestinal illness within a short window — notify the health authority immediately, do not investigate alone.",,"Two or more patrons report rash, ear, respiratory, or gastrointestinal illness within a short window — notify the health authority immediately, do not investigate alone.","Any suspected Legionella case is associated with your facility. This is a public health investigation, not a maintenance task. You cannot hold minimum residual at design bather load even with the feeder at maximum — this indicates undersized feed equipment, inadequate turnover, or plumbing biofilm requiring assessment. Measured turnover cannot meet code after filter service and pump verification — hydraulic or equipment sizing review is needed. A suction outlet cover is missing, damaged, expired, or of unknown specification — a certified installer must address entrapment protection. The heater, thermostat, or high-limit device fails or behaves erratically — licensed gas/electrical service only. Persistent scale, staining, or corrosion that survives normal balance correction — water analysis and surface assessment.",146,False,False,"[""window"", ""illness"", ""respiratory"", ""authority"", ""within"", ""more"", ""ear"", ""short"", ""notify"", ""with""]","{""chunk_id"": ""ch31-31-12-1"", ""chunk_id_legacy"": ""ch31-31-12-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 31, ""hierarchy_path"": ""Ch31/Two or more patrons report rash, ear, respiratory, or gastrointestinal illness within a short window — notify the health authority immediately, do not investigate alone."", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 146, ""keywords"": [""window"", ""illness"", ""respiratory"", ""authority"", ""within"", ""more"", ""ear"", ""short"", ""notify"", ""with""]}"
ch32-f01,ch32,32,1,chapter,Ch32,,Chapter 32A — Seasonal Closing and Winterization,Chapter 32A — Seasonal Closing and Winterization,11,False,True,"[""and"", ""closing"", ""seasonal"", ""winterization"", ""chapter""]","{""chunk_id"": ""ch32-f01"", ""chunk_id_legacy"": ""ch32"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 32, ""hierarchy_path"": ""Ch32"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 11, ""keywords"": [""and"", ""closing"", ""seasonal"", ""winterization"", ""chapter""]}"
ch32-f02,ch32,32,1,chapter,Ch32,,"Scope of this chapter. A field procedure for closing a pool or spa for an extended cold or off-season period, protecting the structure, the plumbing, the equipment, and the water. This chapter covers closing only. For reopening, see Chapter 32 (Restarting a Pool After a Long Period of No Use).","Scope of this chapter. A field procedure for closing a pool or spa for an extended cold or off-season period, protecting the structure, the plumbing, the equipment, and the water. This chapter covers closing only. For reopening, see Chapter 32 (Restarting a Pool After a Long Period of No Use).",63,False,False,"[""cold"", ""protecting"", ""plumbing"", ""season"", ""closing"", ""structure"", ""field"", ""and"", ""procedure"", ""equipment""]","{""chunk_id"": ""ch32-f02"", ""chunk_id_legacy"": ""ch32"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 32, ""hierarchy_path"": ""Ch32"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 63, ""keywords"": [""cold"", ""protecting"", ""plumbing"", ""season"", ""closing"", ""structure"", ""field"", ""and"", ""procedure"", ""equipment""]}"
ch32-31-12-1-f01,ch32-31-12-1,32,3,subsection,Ch32/Inspection duties at installation and at every mid-winter check:,,Inspection duties at installation and at every mid-winter check:,"[ ] Fabric intact — no tears, no failed seams, no UV-degraded panels [ ] All straps present, correctly tensioned, springs not fully compressed or fully extended [ ] All anchors seated, brass anchors screwed down flush where applicable, none missing or stripped [ ] No gaps at the perimeter through which a child or animal could enter [ ] Water-bag covers: bags intact, filled per instructions, not leaking, none missing [ ] Automatic cover: winterized per manual, tracks and box protected [S-MFR]",105,False,False,"[""winter"", ""every"", ""intact"", ""and"", ""fully"", ""installation"", ""inspection"", ""duties"", ""check"", ""anchors""]","{""chunk_id"": ""ch32-31-12-1-f01"", ""chunk_id_legacy"": ""ch32-31-12-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/Inspection duties at installation and at every mid-winter check:"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 105, ""keywords"": [""winter"", ""every"", ""intact"", ""and"", ""fully"", ""installation"", ""inspection"", ""duties"", ""check"", ""anchors""]}"
ch32-31-12-1-f02,ch32-31-12-1,32,3,subsection,Ch32/Equipment drained/secured list — check each and note where the plugs are:,,Equipment drained/secured list — check each and note where the plugs are:,"[ ] Chemical feeders stopped; tablets removed; feeder and lines drained [ ] Controllers powered down; probes removed and stored per manual [ ] Filter cleaned; tank drained; plug out; air relief open; gauge removed/protected [ ] Filter media condition noted (and whether replacement is due in spring) [ ] Circulation pump drained; plugs out; basket removed; lid loose [ ] Additional pumps (jet, feature, booster) drained [ ] Heater winterized per manual; gas off; power off [ ] Salt cell / chlorinator / UV / ozone drained per manual",114,False,False,"[""plugs"", ""drained"", ""the"", ""note"", ""manual"", ""and"", ""list"", ""removed"", ""equipment"", ""are""]","{""chunk_id"": ""ch32-31-12-1-f02"", ""chunk_id_legacy"": ""ch32-31-12-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/Equipment drained/secured list — check each and note where the plugs are:"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 114, ""keywords"": [""plugs"", ""drained"", ""the"", ""note"", ""manual"", ""and"", ""list"", ""removed"", ""equipment"", ""are""]}"
ch32-f03,ch32,32,1,chapter,Ch32,,"When the season reopens, go to Chapter 32 — Restarting a Pool After a Long Period of No Use and work its phases in order: safety and electrical inspection, structure and debris assessment, drain/clean/treat-in-place decision, circulation restart, chemistry rebalance sequence, clarity and disinfectant verification, and recordkeeping — including its ""Do not open until"" checklist.","When the season reopens, go to Chapter 32 — Restarting a Pool After a Long Period of No Use and work its phases in order: safety and electrical inspection, structure and debris assessment, drain/clean/treat-in-place decision, circulation restart, chemistry rebalance sequence, clarity and disinfectant verification, and recordkeeping — including its ""Do not open until"" checklist.",78,False,False,"[""safety"", ""recordkeeping"", ""open"", ""place"", ""season"", ""checklist"", ""its"", ""treat"", ""reopens"", ""decision""]","{""chunk_id"": ""ch32-f03"", ""chunk_id_legacy"": ""ch32"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 32, ""hierarchy_path"": ""Ch32"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 78, ""keywords"": [""safety"", ""recordkeeping"", ""open"", ""place"", ""season"", ""checklist"", ""its"", ""treat"", ""reopens"", ""decision""]}"
ch33,ch33,33,1,chapter,Ch33,,Chapter 33 — Recovery After Flood or Hurricane,Chapter 33 — Recovery After Flood or Hurricane,9,False,True,"[""recovery"", ""flood"", ""hurricane"", ""after"", ""chapter""]","{""chunk_id"": ""ch33"", ""chunk_id_legacy"": ""ch33"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 33, ""hierarchy_path"": ""Ch33"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 9, ""keywords"": [""recovery"", ""flood"", ""hurricane"", ""after"", ""chapter""]}"
ch32-f04,ch32,32,1,chapter,Ch32,,How this chapter relates to others. Chapter 32 covers restarting a pool after ordinary extended non-use. A flood is not ordinary non-use. Work this chapter first; it hands off to Chapter 32's verification and reopening steps only at §33.9.,How this chapter relates to others. Chapter 32 covers restarting a pool after ordinary extended non-use. A flood is not ordinary non-use. Work this chapter first; it hands off to Chapter 32's verification and reopening steps only at §33.9.,52,False,False,"[""non"", ""others"", ""flood"", ""and"", ""how"", ""use"", ""pool"", ""after"", ""relates"", ""reopening""]","{""chunk_id"": ""ch32-f04"", ""chunk_id_legacy"": ""ch32"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 32, ""hierarchy_path"": ""Ch32"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 52, ""keywords"": [""non"", ""others"", ""flood"", ""and"", ""how"", ""use"", ""pool"", ""after"", ""relates"", ""reopening""]}"
ch32-33-0-3-1,ch32-33-0-3-1,32,3,subsection,Ch32/The venue is closed and is an imminent health hazard. It stays closed until every gate in this chapter is cleared and the AHJ authorizes reopening where required. [S-MAHC],,The venue is closed and is an imminent health hazard. It stays closed until every gate in this chapter is cleared and the AHJ authorizes reopening where required. [S-MAHC],"[ ] Confirm the AHJ / emergency management has cleared the area for re-entry [S-EM] [ ] Confirm no active flood, surge, or rising-water forecast for the work window [ ] Confirm utility status: is power actually off at the source, is gas shut off, is the water supply under a boil-water or do-not-use advisory [S-CDC-DR] [ ] Establish who is the single incident lead, and that everyone knows who it is [ ] Confirm working communications and a route to emergency services",105,False,False,"[""authorizes"", ""closed"", ""ahj"", ""stays"", ""required"", ""and"", ""venue"", ""reopening"", ""emergency"", ""this""]","{""chunk_id"": ""ch32-33-0-3-1"", ""chunk_id_legacy"": ""ch32-33-0-3-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/The venue is closed and is an imminent health hazard. It stays closed until every gate in this chapter is cleared and the AHJ authorizes reopening where required. [S-MAHC]"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 105, ""keywords"": [""authorizes"", ""closed"", ""ahj"", ""stays"", ""required"", ""and"", ""venue"", ""reopening"", ""emergency"", ""this""]}"
ch32-33-1-3,ch32-33-1-3,32,2,section,Ch32/33.1.3 Structural and physical hazards,ch32-f01,33.1.3 Structural and physical hazards,Assess before entering the deck area or shell:,9,False,False,"[""physical"", ""assess"", ""and"", ""hazards"", ""before"", ""entering"", ""structural""]","{""chunk_id"": ""ch32-33-1-3"", ""chunk_id_legacy"": ""ch32-33-1-3"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.1.3 Structural and physical hazards"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 9, ""keywords"": [""physical"", ""assess"", ""and"", ""hazards"", ""before"", ""entering"", ""structural""]}"
ch32-33-1-6-1,ch32-33-1-6-1,32,3,subsection,"Ch32/STOP CONDITION. Fuming, heat, unknown mixed chemicals, or ruptured containers → evacuate the area, call the fire department and AHJ. This is not an operator task.",,"STOP CONDITION. Fuming, heat, unknown mixed chemicals, or ruptured containers → evacuate the area, call the fire department and AHJ. This is not an operator task.","Floodwater displaces snakes, rodents, fire ants, and other wildlife into pools, equipment rooms, and skimmers. Check before reaching into anything. Animal carcasses are a biohazard; bag and dispose per local direction. Standing floodwater is a mosquito breeding site. Eliminate standing water on decks, covers, and in containers as soon as safe. [S-CDC-DR] Ensure workers' tetanus status is current before wound-risk work; any puncture or laceration in floodwater conditions warrants medical attention. [S-CDC-DR] [S-OSHA]",120,False,False,"[""ahj"", ""area"", ""task"", ""unknown"", ""fuming"", ""chemicals"", ""heat"", ""before"", ""operator"", ""and""]","{""chunk_id"": ""ch32-33-1-6-1"", ""chunk_id_legacy"": ""ch32-33-1-6-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/STOP CONDITION. Fuming, heat, unknown mixed chemicals, or ruptured containers → evacuate the area, call the fire department and AHJ. This is not an operator task."", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 120, ""keywords"": [""ahj"", ""area"", ""task"", ""unknown"", ""fuming"", ""chemicals"", ""heat"", ""before"", ""operator"", ""and""]}"
ch32-33-2-1,ch32-33-2-1,32,2,section,Ch32/33.2.1 What is assumed to be in the water,ch32-f01,33.2.1 What is assumed to be in the water,Assume floodwater and flood-inundated pool water contain some combination of: [S-EPA-FLOOD] [S-CDC-DR],29,True,False,"[""assumed"", ""the"", ""floodwater"", ""flood"", ""water"", ""what"", ""assume""]","{""chunk_id"": ""ch32-33-2-1"", ""chunk_id_legacy"": ""ch32-33-2-1"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.2.1 What is assumed to be in the water"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 29, ""keywords"": [""assumed"", ""the"", ""floodwater"", ""flood"", ""water"", ""what"", ""assume""]}"
ch32-33-3-1-1,ch32-33-3-1-1,32,3,subsection,"Ch32/Before deciding anything, establish and document the following. Where you cannot determine an answer, record ""unknown"" — and treat unknown as the worse case.",,"Before deciding anything, establish and document the following. Where you cannot determine an answer, record ""unknown"" — and treat unknown as the worse case.","[ ] Source of water: rainfall only / river or creek overflow / storm surge and saltwater / sanitary sewer overflow / septic failure / unknown [ ] Did water enter the pool shell, or only the deck and equipment room? [ ] Maximum water depth reached; high-water mark on the shell, deck, equipment pad, and panels [ ] Duration of inundation [ ] Known upstream hazards: sewage treatment works, lift stations, fuel storage, industrial sites, agricultural operations, landfills [ ] Visible sheen, odor, foam, discoloration, or floating solids [ ] Whether the public water supply was or is under a boil-water or do-not-use advisory [ ] Any AHJ or emergency-management statements about area contamination [S-EM] [ ] Photographs of everything, before any disturbance",160,False,False,"[""deciding"", ""document"", ""unknown"", ""record"", ""treat"", ""before"", ""worse"", ""anything"", ""case"", ""and""]","{""chunk_id"": ""ch32-33-3-1-1"", ""chunk_id_legacy"": ""ch32-33-3-1-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/Before deciding anything, establish and document the following. Where you cannot determine an answer, record \""unknown\"" — and treat unknown as the worse case."", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 160, ""keywords"": [""deciding"", ""document"", ""unknown"", ""record"", ""treat"", ""before"", ""worse"", ""anything"", ""case"", ""and""]}"
ch32-33-3-2,ch32-33-3-2,32,2,section,Ch32/33.3.2 Classification table,ch32-f01,33.3.2 Classification table,[S-EPA-FLOOD] [S-CDC-DR] [S-MAHC],20,True,False,"[""table"", ""mahc"", ""classification"", ""flood""]","{""chunk_id"": ""ch32-33-3-2"", ""chunk_id_legacy"": ""ch32-33-3-2"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.3.2 Classification table"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 20, ""keywords"": [""table"", ""mahc"", ""classification"", ""flood""]}"
ch32-33-6-4,ch32-33-6-4,32,2,section,Ch32/33.6.4 Filters,ch32-f01,33.6.4 Filters,"Inspect the tank for cracks, bulges, impact damage, and clamp-band integrity.",18,False,False,"[""inspect"", ""cracks"", ""filters"", ""tank""]","{""chunk_id"": ""ch32-33-6-4"", ""chunk_id_legacy"": ""ch32-33-6-4"", ""parent_chunk_id"": ""ch32-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 32, ""hierarchy_path"": ""Ch32/33.6.4 Filters"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 18, ""keywords"": [""inspect"", ""cracks"", ""filters"", ""tank""]}"
ch32-33-6-6-1,ch32-33-6-6-1,32,3,subsection,"Ch32/[ ] Every suction outlet cover present, correct, securely fastened, uncracked, and within service life. Debris impact commonly breaks or dislodges them. This is a fatal-hazard item. [S-MAHC]",,"[ ] Every suction outlet cover present, correct, securely fastened, uncracked, and within service life. Debris impact commonly breaks or dislodges them. This is a fatal-hazard item. [S-MAHC]","[ ] Secondary entrapment protection (SVRS, vents, gravity system) functional [ ] Piping: cracks, separated joints, movement, debris impact [ ] Valves: sediment-fouled, cracked bodies, not sealing [ ] Skimmers: cracked bodies, broken weirs, packed with sediment [ ] Gutters, surge tanks, and vaults: cleared and structurally sound [ ] Handrails, ladders, guard chairs, diving boards: anchors intact, not loosened by soil movement [ ] Deck: no voids, undermining, or heaving (from §33.1.3) [ ] Barrier and gates: continuous, self-closing, self-latching, and verified latching",143,False,False,"[""correct"", ""securely"", ""them"", ""within"", ""service"", ""life"", ""outlet"", ""and"", ""movement"", ""impact""]","{""chunk_id"": ""ch32-33-6-6-1"", ""chunk_id_legacy"": ""ch32-33-6-6-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 32, ""hierarchy_path"": ""Ch32/[ ] Every suction outlet cover present, correct, securely fastened, uncracked, and within service life. Debris impact commonly breaks or dislodges them. This is a fatal-hazard item. [S-MAHC]"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 143, ""keywords"": [""correct"", ""securely"", ""them"", ""within"", ""service"", ""life"", ""outlet"", ""and"", ""movement"", ""impact""]}"
